MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,TABNAME,TABKEY,FNAME,CHNGIND,VALUE_NEW,VALUE_OLD
010,EINKBELEG,4700001106,0051867463,EKPO,010470000110600030,NETPR,U,    25000.00,    15000.00
010,EINKBELEG,4700001106,0051867463,EKPO,010470000110600030,NETWR,U,      25000.00,      15000.00
010,EINKBELEG,4700001106,0051873447,EKPO,010470000110600030,NETPR,U,    50000.00,    25000.00
010,EINKBELEG,4700001106,0051873447,EKPO,010470000110600030,NETWR,U,      50000.00,      25000.00
010,EINKBELEG,4700001106,0051874715,EKPO,010470000110600030,NETPR,U,    25000.00,    50000.00
010,EINKBELEG,4700001106,0051874715,EKPO,010470000110600030,NETWR,U,      25000.00,      50000.00
010,EINKBELEG,0072097579,0051978456,EKPO,010007209757900010,NETPR,U,   360625.00,   385975.00
010,EINKBELEG,0072097579,0051978456,EKPO,010007209757900010,NETWR,U,     360625.00,     385975.00
010,EINKBELEG,0072097579,0051978465,EKPO,010007209757900010,NETPR,U,   374050.00,   360625.00
010,EINKBELEG,0072097579,0051978465,EKPO,010007209757900010,NETWR,U,     374050.00,     360625.00
010,EINKBELEG,0072097579,0051978629,EKPO,010007209757900010,NETPR,U,   437500.00,   374050.00
010,EINKBELEG,0072097579,0051978629,EKPO,010007209757900010,NETWR,U,     437500.00,     374050.00
010,EINKBELEG,0072097579,0051978607,EKPO,010007209757900010,NETPR,U,   520765.00,   437500.00
010,EINKBELEG,0072097579,0051978607,EKPO,010007209757900010,NETWR,U,     520765.00,     437500.00
010,EINKBELEG,0072097579,0051978607,EKPO,010007209757900010,TWRKZ,U,2,
010,EINKBELEG,0072097579,0051978607,EKPO,010007209757900010,VRTKZ,U,2,
010,EINKBELEG,0072097579,0051978684,EKPO,010007209757900010,NETPR,U,   858818.00,   520765.00
010,EINKBELEG,0072097579,0051978684,EKPO,010007209757900010,NETWR,U,     858818.00,     520765.00
010,EINKBELEG,0072097616,0051998659,EKPO,010007209761600020,KEY,I,,
010,EINKBELEG,4700001106,0052019070,EKPO,010470000110600010,NETPR,U,     2500.00,     1332.49
010,EINKBELEG,4700001106,0052019070,EKPO,010470000110600010,NETWR,U,       2500.00,       1332.49
010,EINKBELEG,0072097579,0052035481,EKPO,010007209757900010,NETPR,U,   945301.25,   858818.00
010,EINKBELEG,0072097579,0052035481,EKPO,010007209757900010,NETWR,U,     945301.25,     858818.00
010,EINKBELEG,0072097579,0052035525,EKPO,010007209757900010,NETPR,U,  1001440.55,   945301.25
010,EINKBELEG,0072097579,0052035525,EKPO,010007209757900010,NETWR,U,    1001440.55,     945301.25
010,EINKBELEG,0072097579,0052035560,EKPO,010007209757900010,NETPR,U,   822172.25,  1001440.55
010,EINKBELEG,0072097579,0052035560,EKPO,010007209757900010,NETWR,U,     822172.25,    1001440.55
010,EINKBELEG,0072097579,0052035553,EKPO,010007209757900010,NETPR,U,   671529.80,   822172.25
010,EINKBELEG,0072097579,0052035553,EKPO,010007209757900010,NETWR,U,     671529.80,     822172.25
010,EINKBELEG,0072097579,0052035599,EKPO,010007209757900010,NETPR,U,   557167.55,   671529.80
010,EINKBELEG,0072097579,0052035599,EKPO,010007209757900010,NETWR,U,     557167.55,     671529.80
010,EINKBELEG,0072097579,0052035618,EKPO,010007209757900010,NETPR,U,   541567.55,   557167.55
010,EINKBELEG,0072097579,0052035618,EKPO,010007209757900010,NETWR,U,     541567.55,     557167.55
010,EINKBELEG,0072097579,0052035675,EKPO,010007209757900010,NETPR,U,   508023.75,   541567.55
010,EINKBELEG,0072097579,0052035675,EKPO,010007209757900010,NETWR,U,     508023.75,     541567.55
010,EINKBELEG,0072097579,0052035665,EKPO,010007209757900010,NETPR,U,   399723.75,   508023.75
010,EINKBELEG,0072097579,0052035665,EKPO,010007209757900010,NETWR,U,     399723.75,     508023.75
010,EINKBELEG,0072097579,0052035663,EKPO,010007209757900010,NETPR,U,   398358.75,   399723.75
010,EINKBELEG,0072097579,0052035663,EKPO,010007209757900010,NETWR,U,     398358.75,     399723.75
010,EINKBELEG,0076052494,0052035881,EKPO,010007605249400010,MENGE,U,       350.000,       400.000
010,EINKBELEG,0076052494,0052035881,EKPO,010007605249400010,NETWR,U,       1190.00,       1360.00
010,EINKBELEG,0076052494,0052035783,EKPO,010007605249400010,MENGE,U,       300.000,       350.000
010,EINKBELEG,0076052494,0052035783,EKPO,010007605249400010,NETWR,U,       1020.00,       1190.00
010,EINKBELEG,0076052494,0052035853,EKPO,010007605249400010,MENGE,U,       150.000,       300.000
010,EINKBELEG,0076052494,0052035853,EKPO,010007605249400010,NETWR,U,        510.00,       1020.00
010,EINKBELEG,0076052494,0052035912,EKPO,010007605249400010,MENGE,U,       170.000,       150.000
010,EINKBELEG,0076052494,0052035912,EKPO,010007605249400010,NETWR,U,        578.00,        510.00
010,EINKBELEG,0076052494,0052035914,EKPO,010007605249400010,MENGE,U,       190.000,       170.000
010,EINKBELEG,0076052494,0052035914,EKPO,010007605249400010,NETWR,U,        646.00,        578.00
010,EINKBELEG,0076052494,0052035900,EKPO,010007605249400010,MENGE,U,       200.000,       190.000
010,EINKBELEG,0076052494,0052035900,EKPO,010007605249400010,NETWR,U,        680.00,        646.00
010,EINKBELEG,0076052494,0052035901,EKPO,010007605249400010,MENGE,U,       250.000,       200.000
010,EINKBELEG,0076052494,0052035901,EKPO,010007605249400010,NETWR,U,        850.00,        680.00
010,EINKBELEG,0076052494,0052035934,EKPO,010007605249400010,MENGE,U,       290.000,       250.000
010,EINKBELEG,0076052494,0052035934,EKPO,010007605249400010,NETWR,U,        986.00,        850.00
010,EINKBELEG,0076052494,0052035913,EKPO,010007605249400010,MENGE,U,       250.000,       290.000
010,EINKBELEG,0076052494,0052035913,EKPO,010007605249400010,NETWR,U,        850.00,        986.00
010,EINKBELEG,0072097714,0052068106,EKPO,010007209771400010,NETPR,U,    45697.42,    46494.72
010,EINKBELEG,0072097714,0052068106,EKPO,010007209771400010,NETWR,U,      45697.42,      46494.72
010,EINKBELEG,0072097715,0052068179,EKPO,010007209771500010,NETPR,U,    30848.10,    31478.80
010,EINKBELEG,0072097715,0052068179,EKPO,010007209771500010,NETWR,U,      30848.10,      31478.80
010,EINKBELEG,0072097579,0052071001,EKPO,010007209757900010,NETPR,U,   422268.75,   398358.75
010,EINKBELEG,0072097579,0052071001,EKPO,010007209757900010,NETWR,U,     422268.75,     398358.75
010,EINKBELEG,0072097579,0052071009,EKPO,010007209757900010,NETPR,U,   421682.20,   422268.75
010,EINKBELEG,0072097579,0052071009,EKPO,010007209757900010,NETWR,U,     421682.20,     422268.75
010,EINKBELEG,0072097579,0052071033,EKPO,010007209757900010,NETPR,U,   407424.30,   421682.20
010,EINKBELEG,0072097579,0052071033,EKPO,010007209757900010,NETWR,U,     407424.30,     421682.20
010,EINKBELEG,0072097579,0052071019,EKPO,010007209757900010,NETPR,U,   418820.05,   407424.30
010,EINKBELEG,0072097579,0052071019,EKPO,010007209757900010,NETWR,U,     418820.05,     407424.30
010,EINKBELEG,0072097579,0052071003,EKPO,010007209757900010,NETPR,U,   423473.05,   418820.05
010,EINKBELEG,0072097579,0052071003,EKPO,010007209757900010,NETWR,U,     423473.05,     418820.05
010,EINKBELEG,0072097579,0052071107,EKPO,010007209757900010,NETPR,U,   628171.70,   423473.05
010,EINKBELEG,0072097579,0052071107,EKPO,010007209757900010,NETWR,U,     628171.70,     423473.05
010,EINKBELEG,0072097579,0052084474,EKPO,010007209757900010,TXZ01,U,Turnus und Stichprobe für 2018,Zählerwechsel 2018
010,EINKBELEG,0076052494,0052093316,EKPO,010007605249400010,NETPR,U,        3.80,        3.40
010,EINKBELEG,0076052494,0052093316,EKPO,010007605249400010,NETWR,U,        950.00,        850.00
010,EINKBELEG,0076052494,0052093327,EKPO,010007605249400010,NETPR,U,        4.40,        3.80
010,EINKBELEG,0076052494,0052093327,EKPO,010007605249400010,NETWR,U,       1100.00,        950.00
010,EINKBELEG,0076052494,0052093318,EKPO,010007605249400010,NETPR,U,        3.80,        4.40
010,EINKBELEG,0076052494,0052093318,EKPO,010007605249400010,NETWR,U,        950.00,       1100.00
010,EINKBELEG,0072097969,0052126249,EKPO,010007209796900010,NETPR,U,      358.60,      162.85
010,EINKBELEG,0072097969,0052126249,EKPO,010007209796900010,NETWR,U,        358.60,        162.85
010,EINKBELEG,0072097969,0052126249,EKPO,010007209796900010,TWRKZ,U,2,
010,EINKBELEG,0072097969,0052126249,EKPO,010007209796900010,VRTKZ,U,2,
010,EINKBELEG,0072097969,0052126271,EKPO,010007209796900010,BEDNR,U,NEHZ18EB,
010,EINKBELEG,0072097969,0052127853,EKPO,010007209796900020,KEY,I,,
010,EINKBELEG,0072097969,0052128438,EKPO,010007209796900020,TWRKZ,U,,2
010,EINKBELEG,0072097969,0052128438,EKPO,010007209796900020,VRTKZ,U,,2
010,EINKBELEG,0072097969,0052128718,EKPO,010007209796900020,NETPR,U,       53.15,        3.12
010,EINKBELEG,0072097969,0052128718,EKPO,010007209796900020,NETWR,U,         53.15,          3.12
010,EINKBELEG,0072097969,0052128833,EKPO,010007209796900020,NETPR,U,      296.49,       53.15
010,EINKBELEG,0072097969,0052128833,EKPO,010007209796900020,NETWR,U,        296.49,         53.15
010,EINKBELEG,0072097969,0052129464,EKPO,010007209796900020,NETPR,U,      412.41,      296.49
010,EINKBELEG,0072097969,0052129464,EKPO,010007209796900020,NETWR,U,        412.41,        296.49
010,EINKBELEG,0072097969,0052129518,EKPO,010007209796900020,NETPR,U,      480.03,      412.41
010,EINKBELEG,0072097969,0052129518,EKPO,010007209796900020,NETWR,U,        480.03,        412.41
010,EINKBELEG,0072097969,0052129521,EKPO,010007209796900020,NETPR,U,      542.13,      480.03
010,EINKBELEG,0072097969,0052129521,EKPO,010007209796900020,NETWR,U,        542.13,        480.03
010,EINKBELEG,0072097969,0052129572,EKPO,010007209796900010,NETPR,U,     1533.90,      358.60
010,EINKBELEG,0072097969,0052129572,EKPO,010007209796900010,NETWR,U,       1533.90,        358.60
010,EINKBELEG,0072097969,0052129601,EKPO,010007209796900010,NETPR,U,     1840.62,     1533.90
010,EINKBELEG,0072097969,0052129601,EKPO,010007209796900010,NETWR,U,       1840.62,       1533.90
010,EINKBELEG,0072097969,0052129712,EKPO,010007209796900010,NETPR,U,     2555.46,     1840.62
010,EINKBELEG,0072097969,0052129712,EKPO,010007209796900010,NETWR,U,       2555.46,       1840.62
010,EINKBELEG,0072097969,0052129682,EKPO,010007209796900010,NETPR,U,     2816.22,     2555.46
010,EINKBELEG,0072097969,0052129682,EKPO,010007209796900010,NETWR,U,       2816.22,       2555.46
010,EINKBELEG,0072097969,0052129696,EKPO,010007209796900010,NETPR,U,     3077.04,     2816.22
010,EINKBELEG,0072097969,0052129696,EKPO,010007209796900010,NETWR,U,       3077.04,       2816.22
010,EINKBELEG,0072097969,0052129752,EKPO,010007209796900010,NETPR,U,     3299.22,     3077.04
010,EINKBELEG,0072097969,0052129752,EKPO,010007209796900010,NETWR,U,       3299.22,       3077.04
010,EINKBELEG,0072097969,0052129769,EKPO,010007209796900010,NETPR,U,     3609.72,     3299.22
010,EINKBELEG,0072097969,0052129769,EKPO,010007209796900010,NETWR,U,       3609.72,       3299.22
010,EINKBELEG,0072097942,0052190253,EKPO,010007209794200010,NETPR,U,     3000.00,     2500.00
010,EINKBELEG,0072097942,0052190253,EKPO,010007209794200010,NETWR,U,       3000.00,       2500.00
010,EINKBELEG,0072097942,0052190325,EKPO,010007209794200010,NETPR,U,     2500.00,     3000.00
010,EINKBELEG,0072097942,0052190325,EKPO,010007209794200010,NETWR,U,       2500.00,       3000.00
010,EINKBELEG,0072097941,0052190262,EKPO,010007209794100010,NETPR,U,     3500.00,     3000.00
010,EINKBELEG,0072097941,0052190262,EKPO,010007209794100010,NETWR,U,       3500.00,       3000.00
010,EINKBELEG,0072097941,0052190328,EKPO,010007209794100010,NETPR,U,     3000.00,     3500.00
010,EINKBELEG,0072097941,0052190328,EKPO,010007209794100010,NETWR,U,       3000.00,       3500.00
010,EINKBELEG,0072097940,0052190344,EKPO,010007209794000010,NETPR,U,     2500.00,     2000.00
010,EINKBELEG,0072097940,0052190344,EKPO,010007209794000010,NETWR,U,       2500.00,       2000.00
010,EINKBELEG,0072097940,0052190320,EKPO,010007209794000010,NETPR,U,     2000.00,     2500.00
010,EINKBELEG,0072097940,0052190320,EKPO,010007209794000010,NETWR,U,       2000.00,       2500.00
010,EINKBELEG,0072097969,0052190333,EKPO,010007209796900030,NETPR,U,     6000.00,     5500.00
010,EINKBELEG,0072097969,0052190333,EKPO,010007209796900030,NETWR,U,       6000.00,       5500.00
010,EINKBELEG,0072097969,0052190337,EKPO,010007209796900030,NETPR,U,     5500.00,     6000.00
010,EINKBELEG,0072097969,0052190337,EKPO,010007209796900030,NETWR,U,       5500.00,       6000.00
010,EINKBELEG,4700001140,0052239579,EKPO,010470000114000010,NETPR,U,    24000.00,    17000.00
010,EINKBELEG,4700001140,0052239579,EKPO,010470000114000010,NETWR,U,      24000.00,      17000.00
010,EINKBELEG,4700001140,0052239579,EKPO,010470000114000020,NETPR,U,     1200.00,      800.00
010,EINKBELEG,4700001140,0052239579,EKPO,010470000114000020,NETWR,U,       1200.00,        800.00
010,EINKBELEG,0072097941,0052287101,EKPO,010007209794100010,EREKZ,U,X,
010,EINKBELEG,0072097941,0052287101,EKPO,010007209794100010,NETPR,U,     1598.89,     3000.00
010,EINKBELEG,0072097941,0052287101,EKPO,010007209794100010,NETWR,U,       1598.89,       3000.00
010,EINKBELEG,0071154204,0052319930,EKPO,010007115420400020,NETPR,U,    16276.00,    13000.00
010,EINKBELEG,0071154204,0052319930,EKPO,010007115420400020,NETWR,U,      16276.00,      13000.00
010,EINKBELEG,0071154204,0052319937,EKPO,010007115420400010,NETPR,U,    27987.00,    33566.00
010,EINKBELEG,0071154204,0052319937,EKPO,010007115420400010,NETWR,U,      27987.00,      33566.00
010,EINKBELEG,0071154204,0052320113,EKPO,010007115420400010,TXZ01,U,PSW - Ölservice Masch. u. GENO 1 u. 2,Ölservice PSW Masch. u. GENO 1 u. 2
010,EINKBELEG,0071154204,0052320141,EKPO,010007115420400020,NETPR,U,    20076.00,    16276.00
010,EINKBELEG,0071154204,0052320141,EKPO,010007115420400020,NETWR,U,      20076.00,      16276.00
010,EINKBELEG,0071154204,0052320141,EKPO,010007115420400020,TXZ01,U,PSW - IN/OUT-Miete-Reinigung,IN/OUT-Miete-Reinigung
010,EINKBELEG,0071154204,0052320143,EKPO,010007115420400030,NETPR,U,    16100.00,    16310.00
010,EINKBELEG,0071154204,0052320143,EKPO,010007115420400030,NETWR,U,      16100.00,      16310.00
010,EINKBELEG,0071154204,0052320143,EKPO,010007115420400030,TXZ01,U,"PSW - Lief. Öl, Mobil DTE Heavy Medium","Lieferung Öl,Mobil DTE Heavy Medium"
010,EINKBELEG,0071154204,0052320235,EKPO,010007115420400030,TXZ01,U,PSW - Lief. Öl Mobil DTE Heavy Medium,"PSW - Lief. Öl, Mobil DTE Heavy Medium"
010,EINKBELEG,0071154204,0052320235,EKPO,010007115420400040,NETPR,U,     2247.00,     2124.00
010,EINKBELEG,0071154204,0052320235,EKPO,010007115420400040,NETWR,U,       2247.00,       2124.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400010,NETPR,U,    26987.00,    27987.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400010,NETWR,U,      26987.00,      27987.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400020,NETPR,U,    19076.00,    20076.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400020,NETWR,U,      19076.00,      20076.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400030,NETPR,U,    15100.00,    16100.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400030,NETWR,U,      15100.00,      16100.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400040,NETPR,U,     1247.00,     2247.00
010,EINKBELEG,0071154204,0052321110,EKPO,010007115420400040,NETWR,U,       1247.00,       2247.00
010,EINKBELEG,0071154204,0052321202,EKPO,010007115420400040,TXZ01,U,PSW - Filterelemente-630.3VG-1000.3VG,Filterelemente-630.3VG-1000.3VG
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400010,NETPR,U,    27565.57,    26987.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400010,NETWR,U,      27565.57,      26987.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400020,NETPR,U,    19773.70,    19076.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400020,NETWR,U,      19773.70,      19076.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400030,NETPR,U,    15857.57,    15100.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400030,NETWR,U,      15857.57,      15100.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400040,NETPR,U,     2213.16,     1247.00
010,EINKBELEG,0071154204,0052321488,EKPO,010007115420400040,NETWR,U,       2213.16,       1247.00
010,EINKBELEG,0071154665,0052484558,EKPO,010007115466500010,TXZ01,U,PSW - Ersatzteile für DDF Filterautomat,Ersatzteile für DDF Filterautomat PSW
010,EINKBELEG,0071154665,0052484764,EKPO,010007115466500010,NETPR,U,     6792.91,     7003.00
010,EINKBELEG,0071154665,0052484764,EKPO,010007115466500010,NETWR,U,       6792.91,       7003.00
010,EINKBELEG,0071154665,0052485339,EKPO,010007115466500010,NETPR,U,    26192.91,     6792.91
010,EINKBELEG,0071154665,0052485339,EKPO,010007115466500010,NETWR,U,      26192.91,       6792.91
010,EINKBELEG,0071154665,0052485394,EKPO,010007115466500010,NETPR,U,     6792.91,    26192.91
010,EINKBELEG,0071154665,0052485394,EKPO,010007115466500010,NETWR,U,       6792.91,      26192.91
010,EINKBELEG,0072097969,0052685245,EKPO,010007209796900030,NETPR,U,     2620.00,     5500.00
010,EINKBELEG,0072097969,0052685245,EKPO,010007209796900030,NETWR,U,       2620.00,       5500.00
010,EINKBELEG,0071154509,0052713494,EKPO,010007115450900010,TXZ01,U,PV-Anlage,Erstellung einer PV-Anlage
010,EINKBELEG,0071154509,0052713550,EKPO,010007115450900010,NETPR,U,    32000.00,    43000.00
010,EINKBELEG,0071154509,0052713550,EKPO,010007115450900010,NETWR,U,      32000.00,      43000.00
010,EINKBELEG,0071154509,0052713831,EKPO,010007115450900010,TXZ01,U,PV-Anlage Kindergarten Pestalozzi,PV-Anlage
010,EINKBELEG,0072097940,0052725703,EKPO,010007209794000010,EREKZ,U,X,
010,EINKBELEG,0072097940,0052725703,EKPO,010007209794000010,NETPR,U,     1031.53,     2000.00
010,EINKBELEG,0072097940,0052725703,EKPO,010007209794000010,NETWR,U,       1031.53,       2000.00
010,EINKBELEG,0071154509,0052725935,EKPO,010007115450900010,NETPR,U,    43000.00,    32000.00
010,EINKBELEG,0071154509,0052725935,EKPO,010007115450900010,NETWR,U,      43000.00,      32000.00
010,EINKBELEG,0071154509,0052728017,EKPO,010007115450900010,NETPR,U,    34000.00,    43000.00
010,EINKBELEG,0071154509,0052728017,EKPO,010007115450900010,NETWR,U,      34000.00,      43000.00
010,EINKBELEG,0072099665,0052743117,EKPO,010007209966500010,NETPR,U,     1400.00,     1000.00
010,EINKBELEG,0072099665,0052743117,EKPO,010007209966500010,NETWR,U,       1400.00,       1000.00
010,EINKBELEG,0072099665,0052743081,EKPO,010007209966500010,NETPR,U,     1000.00,     1400.00
010,EINKBELEG,0072099665,0052743081,EKPO,010007209966500010,NETWR,U,       1000.00,       1400.00
010,EINKBELEG,0072097616,0052763130,EKPO,010007209761600010,NETPR,U,    12000.00,    10000.00
010,EINKBELEG,0072097616,0052763130,EKPO,010007209761600010,NETWR,U,      12000.00,      10000.00
010,EINKBELEG,0072095046,0052763132,EKPO,010007209504600010,NETPR,U,     3000.00,     4000.00
010,EINKBELEG,0072095046,0052763132,EKPO,010007209504600010,NETWR,U,       3000.00,       4000.00
010,EINKBELEG,0072097616,0052763119,EKPO,010007209761600010,NETPR,U,    13000.00,    12000.00
010,EINKBELEG,0072097616,0052763119,EKPO,010007209761600010,NETWR,U,      13000.00,      12000.00
010,EINKBELEG,0072095046,0052763151,EKPO,010007209504600010,NETPR,U,        1.00,     3000.00
010,EINKBELEG,0072095046,0052763151,EKPO,010007209504600010,NETWR,U,          1.00,       3000.00
010,EINKBELEG,0072097616,0052763154,EKPO,010007209761600020,NETPR,U,    12999.00,    10000.00
010,EINKBELEG,0072097616,0052763154,EKPO,010007209761600020,NETWR,U,      12999.00,      10000.00
010,EINKBELEG,0076056219,0052763285,EKPO,010007605621900010,MENGE,U,      6000.000,      7000.000
010,EINKBELEG,0076056219,0052763285,EKPO,010007605621900010,NETWR,U,        960.00,       1120.00
010,EINKBELEG,0076056219,0052763294,EKPO,010007605621900010,MENGE,U,      7000.000,      6000.000
010,EINKBELEG,0076056219,0052763294,EKPO,010007605621900010,NETPR,U,        0.15,        0.16
010,EINKBELEG,0076056219,0052763294,EKPO,010007605621900010,NETWR,U,       1050.00,        960.00
010,EINKBELEG,0076056219,0052763281,EKPO,010007605621900010,MENGE,U,      6500.000,      7000.000
010,EINKBELEG,0076056219,0052763281,EKPO,010007605621900010,NETWR,U,        975.00,       1050.00
010,EINKBELEG,0076056219,0052763286,EKPO,010007605621900010,NETPR,U,        0.17,        0.15
010,EINKBELEG,0076056219,0052763286,EKPO,010007605621900010,NETWR,U,       1105.00,        975.00
010,EINKBELEG,0076056219,0052763218,EKPO,010007605621900010,NETPR,U,        0.16,        0.17
010,EINKBELEG,0076056219,0052763218,EKPO,010007605621900010,NETWR,U,       1040.00,       1105.00
010,EINKBELEG,0076056219,0052763295,EKPO,010007605621900010,NETPR,U,        0.15,        0.16
010,EINKBELEG,0076056219,0052763295,EKPO,010007605621900010,NETWR,U,        975.00,       1040.00
010,EINKBELEG,0076056219,0052763283,EKPO,010007605621900010,NETPR,U,        0.13,        0.15
010,EINKBELEG,0076056219,0052763283,EKPO,010007605621900010,NETWR,U,        845.00,        975.00
010,EINKBELEG,0072097616,0052765766,EKPO,010007209761600020,NETPR,U,    13300.00,    12999.00
010,EINKBELEG,0072097616,0052765766,EKPO,010007209761600020,NETWR,U,      13300.00,      12999.00
010,EINKBELEG,0072097616,0052765787,EKPO,010007209761600010,NETPR,U,    13300.00,    13000.00
010,EINKBELEG,0072097616,0052765787,EKPO,010007209761600010,NETWR,U,      13300.00,      13000.00
010,EINKBELEG,0072097616,0052765815,EKPO,010007209761600010,NETPR,U,    13500.00,    13300.00
010,EINKBELEG,0072097616,0052765815,EKPO,010007209761600010,NETWR,U,      13500.00,      13300.00
010,EINKBELEG,0072097616,0052772197,EKPO,010007209761600010,NETPR,U,    15500.00,    13500.00
010,EINKBELEG,0072097616,0052772197,EKPO,010007209761600010,NETWR,U,      15500.00,      13500.00
010,EINKBELEG,0072097616,0052772197,EKPO,010007209761600020,NETPR,U,    15300.00,    13300.00
010,EINKBELEG,0072097616,0052772197,EKPO,010007209761600020,NETWR,U,      15300.00,      13300.00
010,EINKBELEG,0072095046,0052772180,EKPO,010007209504600010,NETPR,U,      500.00,        1.00
010,EINKBELEG,0072095046,0052772180,EKPO,010007209504600010,NETWR,U,        500.00,          1.00
010,EINKBELEG,0076056219,0052782728,EKPO,010007605621900010,NETPR,U,        0.17,        0.13
010,EINKBELEG,0076056219,0052782728,EKPO,010007605621900010,NETWR,U,       1105.00,        845.00
010,EINKBELEG,0072099719,0052820035,EKPO,010007209971900010,NETPR,U,     6000.00,     5500.00
010,EINKBELEG,0072099719,0052820035,EKPO,010007209971900010,NETWR,U,       6000.00,       5500.00
010,EINKBELEG,0072099719,0052821126,EKPO,010007209971900010,NETPR,U,     3000.00,     6000.00
010,EINKBELEG,0072099719,0052821126,EKPO,010007209971900010,NETWR,U,       3000.00,       6000.00
010,EINKBELEG,0072099719,0052821126,EKPO,010007209971900010,TXZ01,U,HA/A.d.Gelling 14b/W-Anschlltg wechs.,HA/Dümpelstr. 2/W-Versltg. def.
010,EINKBELEG,4700001641,0052831190,EKPO,010470000164100010,AFNAM,U,Frau Horak,
010,EINKBELEG,0072099909,0052844578,EKPO,010007209990900030,KEY,I,,
010,EINKBELEG,0072099909,0052844657,EKPO,010007209990900030,NETPR,U,     8320.00,     8300.00
010,EINKBELEG,0072099909,0052844657,EKPO,010007209990900030,NETWR,U,       8320.00,       8300.00
010,EINKBELEG,0072099909,0052844642,EKPO,010007209990900030,NETPR,U,     8340.00,     8320.00
010,EINKBELEG,0072099909,0052844642,EKPO,010007209990900030,NETWR,U,       8340.00,       8320.00
010,EINKBELEG,0072099909,0052848909,EKPO,010007209990900030,NETPR,U,    10000.00,     8340.00
010,EINKBELEG,0072099909,0052848909,EKPO,010007209990900030,NETWR,U,      10000.00,       8340.00
010,EINKBELEG,0072099665,0052850746,EKPO,010007209966500010,NETPR,U,     9000.00,     1000.00
010,EINKBELEG,0072099665,0052850746,EKPO,010007209966500010,NETWR,U,       9000.00,       1000.00
010,EINKBELEG,0072099719,0053087215,EKPO,010007209971900010,NETPR,U,     3250.00,     3000.00
010,EINKBELEG,0072099719,0053087215,EKPO,010007209971900010,NETWR,U,       3250.00,       3000.00
010,EINKBELEG,0072099719,0053115825,EKPO,010007209971900010,EREKZ,U,X,
010,EINKBELEG,0072099694,0053880431,EKPO,010007209969400010,NETPR,U,     1500.00,     2000.00
010,EINKBELEG,0072099694,0053880431,EKPO,010007209969400010,NETWR,U,       1500.00,       2000.00
010,EINKBELEG,0072099694,0053880420,EKPO,010007209969400010,NETPR,U,     2000.00,     1500.00
010,EINKBELEG,0072099694,0053880420,EKPO,010007209969400010,NETWR,U,       2000.00,       1500.00
010,EINKBELEG,0072099694,0053890286,EKPO,010007209969400010,TXZ01,U,1A18034_KI_Neuenhofstr_17_400H_NB,1A18034_KI_Kerspeweg_11_17_400H_NB
010,EINKBELEG,0072099694,0053917184,EKPO,010007209969400010,EREKZ,U,X,
010,EINKBELEG,4700001140,0053973662,EKPO,010470000114000020,NETPR,U,     2000.00,     1200.00
010,EINKBELEG,4700001140,0053973662,EKPO,010470000114000020,NETWR,U,       2000.00,       1200.00
010,EINKBELEG,0072099199,0053975301,EKPO,010007209919900010,NETPR,U,    15000.00,    12500.00
010,EINKBELEG,0072099199,0053975301,EKPO,010007209919900010,NETWR,U,      15000.00,      12500.00
010,EINKBELEG,0072099199,0053987614,EKPO,010007209919900010,NETPR,U,    16000.00,    15000.00
010,EINKBELEG,0072099199,0053987614,EKPO,010007209919900010,NETWR,U,      16000.00,      15000.00
010,EINKBELEG,0071155226,0054038120,EKPO,010007115522600010,NETPR,U,     2586.25,     2584.68
010,EINKBELEG,0071155226,0054038120,EKPO,010007115522600010,NETWR,U,       2586.25,       2584.68
010,EINKBELEG,0071155226,0054038120,EKPO,010007115522600020,NETPR,U,    22993.27,    22296.55
010,EINKBELEG,0071155226,0054038120,EKPO,010007115522600020,NETWR,U,      22993.27,      22296.55
010,EINKBELEG,0071155226,0054038120,EKPO,010007115522600030,NETPR,U,     2820.48,     2818.77
010,EINKBELEG,0071155226,0054038120,EKPO,010007115522600030,NETWR,U,       2820.48,       2818.77
010,EINKBELEG,0071155226,0054038105,EKPO,010007115522600010,TXZ01,U,ALT: Anlagenzaun,ALT: Zaun Hoff
010,EINKBELEG,0071155226,0054038105,EKPO,010007115522600030,TXZ01,U,EMS: Anlagenzaun,EMS: Anlagen Zaun
010,EINKBELEG,0072099199,0054068695,EKPO,010007209919900010,NETPR,U,    15556.92,    16000.00
010,EINKBELEG,0072099199,0054068695,EKPO,010007209919900010,NETWR,U,      15556.92,      16000.00
